ID_Modelo,Raio,Num_Regras,R2_Score
76,0.011118390258448331,227,0.7716876253652725
77,0.18446732858836853,45,0.5839806751536223
78,0.1439287821705235,65,0.5507686780418265
79,0.06177066506611675,145,0.7260466945594731
80,0.093662643024106,103,0.6776318332107703
81,0.12752911773781367,74,0.6061146770166976
82,0.18064640556099873,46,0.5980060732361626
83,0.165207455490273,55,0.587606298150406
84,0.12274991685044247,76,0.6005727583442244
85,0.16318917861856946,59,0.5783518933197426
86,0.18897224130792856,44,0.5857810677281452
87,0.1607318734579987,60,0.5891828626394413
88,0.027707207014749706,194,0.7556746786434174
89,0.04804819196220382,164,0.7686541972327705
90,0.0625528009795233,143,0.7257400820702776
91,0.1595447575058253,60,0.5891828626394413
92,0.17151070558730483,52,0.5926096709854437
93,0.1532311196649829,63,0.5662620226993776
94,0.032083746715075634,190,0.7618356140118928
95,0.19987289104136877,43,0.6011054702382818
96,0.15140828514305776,64,0.5964763741763586
97,0.017922333791213857,213,0.7684215057439651
98,0.13732258382051094,69,0.6073748767459017
99,0.0657473634566414,136,0.7380810911753903
100,0.031347624616332885,190,0.7613809049662909
101,0.15092762382489386,63,0.5533741906975926
102,0.15650029885223177,62,0.5861382439791155
103,0.12010441927619246,76,0.6005727583442244
104,0.027278193648218048,194,0.7556746786434174
105,0.13677548971198172,70,0.6017352362963495
106,0.04035758125566393,177,0.7759029878833262
107,0.014293198324199213,225,0.7747481063511431
108,0.09961590004199736,96,0.6837448925011385
109,0.1889158403546178,44,0.5857810677281452
110,0.11289827472903524,85,0.6201452160409909
111,0.19397027716435802,44,0.5858617559417173
112,0.09310293060941599,105,0.6873390329333613
113,0.1995997975305936,43,0.6011054702382818
114,0.15183246861860922,64,0.5964763741763586
115,0.03679388035215285,184,0.778398074578781
116,0.11896608671323981,77,0.6242600893804666
117,0.16945624641241008,54,0.5886254711279151
118,0.040566782240204734,176,0.7761718466779911
119,0.19181395981873794,44,0.5858617559417173
120,0.162646423237408,59,0.5783518933197426
121,0.059410323432110175,151,0.7347669098362077
122,0.13667477502598438,70,0.6017352362963495
123,0.13404239428577855,72,0.6089911610180376
124,0.06110541307657557,146,0.7249107312346457
125,0.11804631988288557,78,0.6230416618153786
