Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
20	4	2024	21.70	28.20	11.80	3.50
21	4	2024	21.70	29.20	0.00	3.91
22	4	2024	23.30	26.70	9.40	2.84
23	4	2024	22.20	28.70	12.00	3.29
24	4	2024	23.00	28.30	13.80	3.38
25	4	2024	23.00	26.50	14.40	2.55
26	4	2024	22.70	28.30	1.20	3.45
27	4	2024	22.70	25.40	46.00	1.83
28	4	2024	22.40	27.10	19.00	2.93
29	4	2024	23.00	28.40	4.60	3.26
30	4	2024	22.10	25.30	17.60	2.07
1	5	2024	22.70	28.20	0.20	3.33
2	5	2024	22.30	27.40	7.40	3.24
3	5	2024	23.50	29.10	0.00	3.78
4	5	2024	23.30	29.40	5.80	3.36
5	5	2024	22.30	29.40	2.80	3.53
6	5	2024	23.70	29.80	2.00	3.07
7	5	2024	23.20	30.10	0.20	3.52
8	5	2024	24.00	30.40	0.20	3.68
9	5	2024	24.60	30.80	0.20	3.89
10	5	2024	24.00	28.80	16.80	3.03
11	5	2024	23.40	27.40	53.40	2.12
12	5	2024	23.20	28.60	3.20	3.34
13	5	2024	23.30	28.90	24.40	2.84
14	5	2024	23.20	29.60	0.00	3.82
15	5	2024	22.80	28.50	20.20	2.42
16	5	2024	22.60	29.00	1.80	3.21
17	5	2024	23.50	28.10	3.00	2.48
18	5	2024	22.00	29.00	0.20	3.66
19	5	2024	23.40	29.40	0.20	3.88
20	5	2024	23.70	28.90	4.40	3.24
21	5	2024	24.20	29.80	1.60	3.64
22	5	2024	24.30	30.70	2.60	4.08
23	5	2024	23.60	31.10	3.80	3.98
24	5	2024	23.70	29.00	5.20	2.61
25	5	2024	24.60	29.50	3.00	2.50
26	5	2024	23.80	28.80	6.40	2.92
27	5	2024	23.10	31.00	0.20	4.05
28	5	2024	24.00	30.40	0.20	3.30
29	5	2024	23.60	30.10	0.60	3.93
30	5	2024	24.50	29.60	0.00	2.65
31	5	2024	23.70	29.90	37.20	2.55
1	6	2024	23.10	28.70	14.00	2.69
2	6	2024	23.40	30.70	21.00	3.78
3	6	2024	23.60	30.20	0.20	3.43
4	6	2024	23.40	30.60	33.00	3.37
5	6	2024	22.80	30.20	5.40	3.48
6	6	2024	22.10	29.70	64.80	2.77
7	6	2024	22.10	28.10	52.00	2.06
8	6	2024	23.50	30.40	0.20	3.96
9	6	2024	23.00	27.80	18.80	1.63
10	6	2024	22.40	28.80	1.20	2.56
11	6	2024	22.90	29.90	0.00	3.38
12	6	2024	23.40	30.80	0.00	3.82
13	6	2024	23.80	30.00	1.20	3.37
14	6	2024	23.60	29.70	0.00	3.45
15	6	2024	22.00	29.90	13.00	3.12
16	6	2024	23.20	30.30	15.40	4.02
17	6	2024	22.70	29.50	1.00	3.19
18	6	2024	23.30	30.30	0.20	3.68
19	6	2024	24.20	30.10	0.00	3.46
20	6	2024	24.20	31.00	0.00	3.64
21	6	2024	24.60	31.20	0.20	3.61
22	6	2024	24.30	31.40	0.00	4.30
23	6	2024	23.90	28.70	12.80	1.79
24	6	2024	23.60	30.50	0.20	3.84
25	6	2024	23.70	31.30	0.00	3.95
26	6	2024	23.50	30.70	0.00	3.82
27	6	2024	22.30	29.90	16.00	3.86
28	6	2024	22.70	30.40	0.20	3.60
29	6	2024	23.60	30.10	0.00	3.20
30	6	2024	24.40	30.80	0.00	3.76
1	7	2024	22.90	30.30	16.60	3.55
2	7	2024	23.50	30.40	0.20	3.81
3	7	2024	24.40	29.20	0.60	2.94
4	7	2024	23.30	30.70	0.80	3.23
5	7	2024	24.30	31.70	0.00	4.25
6	7	2024	23.60	31.20	0.20	4.18
7	7	2024	22.80	30.10	17.80	3.16
8	7	2024	23.60	30.30	0.20	3.35
9	7	2024	23.50	30.00	0.00	3.79
10	7	2024	23.50	30.60	0.20	4.12
11	7	2024	24.50	30.40	0.60	3.86
12	7	2024	23.60	31.70	0.00	3.97
13	7	2024	23.90	31.80	0.00	3.81
14	7	2024	24.00	31.50	0.00	4.26
15	7	2024	22.70	31.00	0.00	3.96
16	7	2024	23.50	31.30	0.20	3.67
17	7	2024	22.30	31.20	0.00	3.75
18	7	2024	22.80	30.80	1.40	3.44
19	7	2024	22.90	31.30	0.00	3.30
20	7	2024	23.40	31.20	3.60	3.57
21	7	2024	23.30	32.40	0.20	3.89
22	7	2024	23.30	32.20	0.20	3.89
23	7	2024	23.70	30.60	0.20	3.04
24	7	2024	24.00	31.40	0.00	3.38
25	7	2024	22.90	31.80	0.00	4.08
26	7	2024	22.20	30.30	0.00	3.70
27	7	2024	21.90	32.10	0.20	4.19
28	7	2024	23.20	31.60	0.00	3.79
29	7	2024	23.80	31.30	0.00	4.25
30	7	2024	24.30	31.20	0.00	3.94
31	7	2024	23.40	31.30	0.20	4.31
1	8	2024	24.00	32.10	0.00	3.93
2	8	2024	23.60	32.50	0.00	4.04
3	8	2024	22.20	31.00	0.20	3.83
4	8	2024	23.40	31.80	0.00	3.71
5	8	2024	22.30	31.60	0.00	3.81
6	8	2024	22.90	32.20	0.00	4.21
7	8	2024	22.70	32.20	0.20	4.39
8	8	2024	24.20	31.40	0.00	4.26
9	8	2024	24.70	31.60	0.00	4.76
10	8	2024	24.90	31.30	0.00	4.37
11	8	2024	22.60	31.40	0.00	4.66
12	8	2024	25.00	31.30	0.00	4.21
13	8	2024	24.50	30.90	0.00	3.87
14	8	2024	24.70	31.00	0.00	3.70
15	8	2024	24.30	33.30	0.00	4.67
16	8	2024	23.40	32.00	0.00	4.27
17	8	2024	24.00	31.30	0.00	4.25
18	8	2024	23.20	31.10	0.00	4.09
19	8	2024	22.90	32.10	0.20	4.42
20	8	2024	24.40	31.90	0.00	4.89
21	8	2024	24.80	31.80	0.00	4.67
22	8	2024	25.30	31.50	0.00	4.46
23	8	2024	25.70	32.30	0.00	5.43
24	8	2024	24.40	32.00	0.00	5.05
25	8	2024	22.80	32.90	0.00	4.72
26	8	2024	24.20	30.30	0.20	3.77
27	8	2024	24.70	30.90	0.00	3.94
28	8	2024	24.90	31.10	0.00	3.79
29	8	2024	25.20	32.20	0.00	4.39
30	8	2024	24.60	33.60	0.00	4.63
31	8	2024	23.40	31.60	0.00	4.63
1	9	2024	22.70	32.20	0.00	4.88
2	9	2024	23.60	31.30	0.00	4.73
3	9	2024	23.90	30.70	0.00	4.34
4	9	2024	24.50	31.20	0.00	4.74
5	9	2024	24.80	31.60	0.00	5.35
6	9	2024	25.10	31.50	0.00	5.35
7	9	2024	24.90	31.80	0.00	5.34
8	9	2024	25.50	32.50	0.00	5.41
9	9	2024	25.10	31.90	0.00	5.10
10	9	2024	25.00	31.70	0.00	5.24
11	9	2024	24.90	31.10	0.00	4.68
12	9	2024	25.20	31.80	0.00	5.31
13	9	2024	25.20	31.70	0.00	5.40
14	9	2024	24.70	31.50	0.00	5.06
15	9	2024	24.70	31.90	0.00	5.53
16	9	2024	25.10	32.40	0.00	5.63
17	9	2024	25.10	31.00	0.00	5.15
18	9	2024	24.90	31.20	0.00	5.49
19	9	2024	25.40	31.90	0.00	5.49
20	9	2024	25.00	31.80	0.00	5.33
21	9	2024	25.00	31.20	0.00	4.59
22	9	2024	24.90	31.80	0.00	5.21
23	9	2024	25.70	31.50	0.00	4.71
24	9	2024	24.70	31.00	0.00	5.30
25	9	2024	24.70	30.60	0.00	4.68
26	9	2024	24.90	31.20	0.00	4.07
27	9	2024	25.20	31.40	0.00	4.44
28	9	2024	25.40	31.50	0.00	4.91
29	9	2024	25.90	31.70	0.00	5.08
30	9	2024	26.00	31.70	0.00	4.89
1	10	2024	24.80	31.80	0.00	4.54
2	10	2024	25.20	32.10	0.00	4.16
3	10	2024	25.20	31.80	0.00	5.57
4	10	2024	25.20	31.30	0.00	5.42
5	10	2024	25.00	31.00	0.00	4.92
6	10	2024	25.20	30.40	0.00	3.85
7	10	2024	24.90	30.70	0.00	4.23
8	10	2024	25.40	31.00	0.00	4.65
9	10	2024	25.10	31.30	0.00	4.94
10	10	2024	24.70	30.60	0.00	4.85
11	10	2024	24.90	31.60	0.00	4.89
12	10	2024	25.20	32.10	0.00	5.08
13	10	2024	25.70	31.70	0.00	4.97
14	10	2024	25.50	31.30	0.00	5.18
15	10	2024	25.00	30.70	0.00	4.50
16	10	2024	25.10	31.80	0.00	4.58
17	10	2024	24.80	31.10	0.00	4.84
18	10	2024	23.60	30.90	0.00	4.67
19	10	2024	24.20	31.60	0.00	5.12
20	10	2024	25.90	32.30	0.00	4.95
21	10	2024	26.10	32.00	0.00	5.79
22	10	2024	25.60	32.10	0.00	5.49
23	10	2024	25.20	32.10	0.00	5.12
24	10	2024	25.20	31.00	0.00	4.49
25	10	2024	25.60	30.60	0.00	4.14
26	10	2024	25.80	31.80	0.00	4.80
27	10	2024	25.40	31.80	0.00	5.24
28	10	2024	25.10	32.20	0.00	5.17
29	10	2024	25.80	31.80	0.00	4.83
30	10	2024	25.40	30.80	0.00	4.30
31	10	2024	25.20	30.70	0.00	4.79
1	11	2024	24.40	31.80	0.00	5.07
2	11	2024	24.60	32.20	0.00	4.76
3	11	2024	25.80	32.20	0.00	5.81
4	11	2024	25.50	31.50	0.00	5.40
5	11	2024	23.70	31.90	0.00	4.76
6	11	2024	24.90	30.60	0.00	4.08
7	11	2024	25.60	31.10	0.00	4.25
8	11	2024	24.90	31.70	0.00	4.96
9	11	2024	24.90	31.90	0.00	5.09
10	11	2024	25.40	31.50	0.00	4.75
11	11	2024	25.70	29.90	0.00	3.55
12	11	2024	23.60	31.70	0.00	4.66
13	11	2024	25.00	31.30	0.00	4.44
14	11	2024	24.80	31.60	0.00	4.81
15	11	2024	25.20	32.10	0.00	4.55
16	11	2024	25.40	31.80	0.00	5.06
17	11	2024	24.90	32.80	0.00	5.15
18	11	2024	25.60	32.10	0.00	4.44
19	11	2024	25.80	31.80	0.00	4.88
20	11	2024	25.80	33.00	0.00	4.85
21	11	2024	25.80	32.10	0.00	4.89
22	11	2024	25.60	31.60	0.00	5.42
23	11	2024	25.40	31.90	0.00	5.20
24	11	2024	24.80	31.80	0.00	4.73
25	11	2024	26.10	31.70	0.00	4.13
26	11	2024	25.50	32.50	0.00	5.32
27	11	2024	25.50	32.60	0.00	4.98
28	11	2024	25.30	31.70	0.00	4.72
29	11	2024	25.10	31.90	0.00	4.82
30	11	2024	25.80	31.20	0.00	4.34
1	12	2024	25.80	32.30	0.00	4.94
2	12	2024	25.20	31.20	0.00	4.33
3	12	2024	25.00	31.10	0.00	4.20
4	12	2024	25.40	31.70	0.00	4.31
5	12	2024	23.40	31.00	2.40	3.60
6	12	2024	24.80	29.20	0.00	2.69
7	12	2024	23.00	30.40	0.80	2.96
8	12	2024	23.00	32.50	0.20	4.67
9	12	2024	25.70	32.30	0.00	4.91
10	12	2024	26.00	30.90	0.40	3.63
11	12	2024	25.20	29.90	0.00	2.92
12	12	2024	25.70	33.00	0.00	5.02
13	12	2024	26.30	32.10	0.00	4.94
14	12	2024	26.00	31.60	0.00	4.49
15	12	2024	26.20	32.40	0.00	4.79
16	12	2024	25.60	32.90	0.00	5.17
17	12	2024	26.00	33.30	0.00	5.38
18	12	2024	26.30	32.70	0.00	5.42
19	12	2024	25.80	32.80	0.00	5.08
20	12	2024	26.10	32.20	0.00	4.84
21	12	2024	26.30	32.60	0.00	5.00
22	12	2024	26.50	32.90	0.00	5.22
23	12	2024	26.50	32.50	0.00	4.54
24	12	2024	26.00	31.20	0.00	4.44
25	12	2024	25.70	30.90	0.00	4.38
26	12	2024	26.20	32.60	0.00	4.75
27	12	2024	25.80	32.80	0.00	4.86
28	12	2024	26.60	33.70	0.00	4.91
29	12	2024	26.80	32.90	0.00	4.72
30	12	2024	24.80	31.90	0.00	4.13
31	12	2024	25.70	33.20	0.00	4.52
