Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
9	8	2025	24.60	35.20	0.00	7.09
10	8	2025	21.00	36.00	0.00	7.17
11	8	2025	23.20	33.40	0.00	6.72
12	8	2025	22.10	35.80	0.00	7.58
13	8	2025	21.30	32.60	0.00	5.15
14	8	2025	22.50	34.40	0.00	7.51
15	8	2025	21.40	34.80	0.00	7.03
16	8	2025	21.20	35.70	0.00	7.47
17	8	2025	23.70	35.90	0.00	8.27
18	8	2025	22.60	36.30	0.00	8.16
19	8	2025	21.10	36.70	0.00	8.52
20	8	2025	20.10	36.90	0.00	8.99
21	8	2025	18.90	36.80	0.00	9.17
22	8	2025	20.10	36.50	0.00	9.25
23	8	2025	21.50	36.60	0.00	7.83
24	8	2025	21.40	36.80	0.00	8.81
25	8	2025	19.40	36.80	0.00	8.41
26	8	2025	22.30	36.50	0.00	7.80
27	8	2025	22.60	36.20	0.00	6.90
28	8	2025	21.50	36.80	0.00	8.42
29	8	2025	21.50	36.40	0.00	8.12
30	8	2025	22.90	36.50	0.00	8.59
31	8	2025	22.60	36.90	0.00	9.06
1	9	2025	22.30	36.30	0.00	9.09
2	9	2025	21.10	37.40	0.00	8.90
3	9	2025	22.10	37.70	0.00	8.73
4	9	2025	21.10	37.60	0.00	9.45
5	9	2025	22.00	37.20	0.00	8.82
6	9	2025	21.80	37.30	0.00	8.89
7	9	2025	22.90	38.30	0.00	9.09
8	9	2025	23.70	38.20	0.00	9.05
9	9	2025	21.70	38.00	0.00	10.03
10	9	2025	19.90	39.40	0.00	9.66
11	9	2025	21.60	38.40	0.00	8.58
12	9	2025	23.50	37.30	0.00	8.45
13	9	2025	25.90	35.80	0.00	8.88
14	9	2025	23.60	37.30	0.00	8.27
15	9	2025	25.60	37.80	0.00	9.97
16	9	2025	22.80	37.20	0.00	8.65
17	9	2025	23.60	38.20	0.00	8.47
18	9	2025	27.60	31.30	0.00	3.93
19	9	2025	27.60	31.30	0.00	3.93
20	9	2025	27.60	31.30	0.00	3.93
21	9	2025	27.60	31.30	0.00	3.93
22	9	2025	27.60	31.30	0.00	3.93
23	9	2025	27.60	31.30	0.00	3.93
24	9	2025	27.60	31.30	0.00	3.93
25	9	2025	27.60	31.30	0.00	3.93
26	9	2025	27.60	31.30	0.00	3.93
27	9	2025	27.60	31.30	0.00	3.93
28	9	2025	27.60	31.30	0.00	3.93
29	9	2025	27.60	31.30	0.00	3.93
30	9	2025	27.60	31.30	0.00	3.93
